SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
George Mason University,Virginia,Fairfax,4,Spatial Business Intelligence Graduate Certificate,C,School of Management,Campus,15,Not Available,http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf,38.8309,-77.3079,United States of America,26.3,35.8,20.3,28.7,67.6,"26,622",14.12,7%,2015
George Mason University,Virginia,Fairfax,4,Spatial Business Intelligence Graduate Certificate,C,School of Management,Campus,15,Not Available,http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf,38.8309,-77.3079,United States of America,29.3,23.8,17.7,25.1,67.6,"26,622",14.12,7%,2012
George Mason University,Virginia,Fairfax,4,Spatial Business Intelligence Graduate Certificate,C,School of Management,Campus,15,Not Available,http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf,38.8309,-77.3079,United States of America,29.6,36.9,21.2,29.1,67.6,"26,622",14.12,7%,2016
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,44.7,48.1,23.5,29.5,67.6,"20,541",11.04,16%,2016
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,48.1,36.6,28,30,49.4,"20,541",11.04,16%,2013
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,60.6,39.6,43.1,46.54,57.3,"20,541",11.04,16%,2011
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,44.6,39.9,25.1,29.3,45.6,"20,541",11.04,16%,2015
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,44.2,38.3,33.6,46.54,49,"20,541",11.04,16%,2012
George Washington University,D.C.,Washington,5,Certificate in Business Analytics,C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,United States of America,45.6,36,26.3,30,44.8,"20,541",11.04,16%,2014
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.7,48.1,23.5,29.5,67.6,"20,541",11.04,16%,2016
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,48.1,36.6,28,30,49.4,"20,541",11.04,16%,2013
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,60.6,39.6,43.1,46.54,57.3,"20,541",11.04,16%,2011
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.6,39.9,25.1,29.3,45.6,"20,541",11.04,16%,2015
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.2,38.3,33.6,46.54,49,"20,541",11.04,16%,2012
George Washington University,D.C.,Washington,5,MS - Master in Business Analytics,M,George Washington School of Business,Campus,33,"statistics, math, computer science",http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,45.6,36,26.3,30,44.8,"20,541",11.04,16%,2014
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.7,48.1,23.5,29.5,67.6,"20,541",11.04,16%,2016
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,48.1,36.6,28,30,49.4,"20,541",11.04,16%,2013
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,60.6,39.6,43.1,46.54,57.3,"20,541",11.04,16%,2011
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.6,39.9,25.1,29.3,45.6,"20,541",11.04,16%,2015
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,44.2,38.3,33.6,46.54,49,"20,541",11.04,16%,2012
George Washington University,D.C.,Washington,5,Master of Science in Information Systems Technology,M,School of Business,"Online or 
Campus",33,Not Available,http://www.gwu.edu/business-analytics,38.8987,-77.0479,United States of America,45.6,36,26.3,30,44.8,"20,541",11.04,16%,2014
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,44.7,48.1,23.5,29.5,67.6,"20,541",11.04,16%,2016
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,48.1,36.6,28,30,49.4,"20,541",11.04,16%,2013
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,60.6,39.6,43.1,46.54,57.3,"20,541",11.04,16%,2011
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,44.6,39.9,25.1,29.3,45.6,"20,541",11.04,16%,2015
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,44.2,38.3,33.6,46.54,49,"20,541",11.04,16%,2012
George Washington University,D.C.,Washington,5,Master of Science in Data Science,M,Columbian College of Arts and Sciences,Campus,36,Not Available,https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/,38.8987,-77.0479,United States of America,45.6,36,26.3,30,44.8,"20,541",11.04,16%,2014
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,44.7,48.1,23.5,29.5,67.6,"20,541",11.04,16%,2016
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,48.1,36.6,28,30,49.4,"20,541",11.04,16%,2013
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,60.6,39.6,43.1,46.54,57.3,"20,541",11.04,16%,2011
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,44.6,39.9,25.1,29.3,45.6,"20,541",11.04,16%,2015
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,44.2,38.3,33.6,46.54,49,"20,541",11.04,16%,2012
George Washington University,D.C.,Washington,5,Online MS in Management of Health Informatics and Analytics,M,Milken Institute School of Public Health,Online,45,Not Available,https://publichealthonline.gwu.edu/health-informatics/,38.8987,-77.0479,United States of America,45.6,36,26.3,30,44.8,"20,541",11.04,16%,2014
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,51.9,43.6,25.6,71.9,47,"15,408",11.04,14%,2014
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,56.4,32.9,35.6,46.54,48.9,"15,408",11.04,14%,2013
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,52.5,29.1,40.4,46.54,48,"15,408",11.04,14%,2012
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,51.1,43.3,28.2,80,47.7,"15,408",11.04,14%,2015
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,65.1,24.7,44.7,46.54,50.1,"15,408",11.04,14%,2011
Georgetown University,D.C.,Washington,2,Certificate in Data Science,C,Center for Continuing & Professional Education,Campus,24,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,United States of America,54.4,52.7,39.3,80.7,58.8,"15,408",11.04,14%,2016
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,51.9,43.6,25.6,71.9,47,"15,408",11.04,14%,2014
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,56.4,32.9,35.6,46.54,48.9,"15,408",11.04,14%,2013
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,52.5,29.1,40.4,46.54,48,"15,408",11.04,14%,2012
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,51.1,43.3,28.2,80,47.7,"15,408",11.04,14%,2015
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,65.1,24.7,44.7,46.54,50.1,"15,408",11.04,14%,2011
Georgetown University,D.C.,Washington,2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,Graduate School of Arts & Sciences,Campus,30,"math, statistics",http://scs.georgetown.edu/admissions/how-to-apply/ccpe/,38.9088,-77.0735,United States of America,54.4,52.7,39.3,80.7,58.8,"15,408",11.04,14%,2016
Georgia Southern University,Georgia,Statesboro,1,M.S. - Computer Science with concentration in Data Mining and Data Warehousing,M,Department of Computer Sciences,Online,30,technical bachelor's degree,http://ceit.georgiasouthern.edu/cs/degrees/mscs/,32.4278,-81.7822,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Georgia State University,Georgia,Atlanta,1,Master of Science in Analytics,M,Robinson College of Business,Campus,32,"math, statistics, economics",http://specialized.robinson.gsu.edu/msa/,33.7527,-84.3867,United States of America,19.6,27.9,20.2,39.1,67.6,"28,534",15.8,5%,2012
Georgia State University,Georgia,Atlanta,1,Master of Science in Analytics,M,Robinson College of Business,Campus,32,"math, statistics, economics",http://specialized.robinson.gsu.edu/msa/,33.7527,-84.3867,United States of America,26.3,29.5,19.5,28.7,67.6,"28,534",15.8,5%,2016
Georgia Tech,Georgia,Atlanta,2,MS - Computer Science with specialization in machine learning,M,College of Computing,Campus,36,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Georgia Tech,Georgia,Atlanta,2,MS in Analytics,M,"Colleges of Business, Computing, and Engineering",Campus,24,"math, statistics, computer science",http://www.cc.gatech.edu/academics/degree-programs/masters/computer-science/admissionreqs,33.7737,-84.396,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Grand Valley State University,Michigan,Allendale,1,Master of Science in Biostatistics,M,College of Liberal Arts and Sciences,Campus,36,Not Available,http://catalog.gvsu.edu/preview_program.php?catoid=38&poid=5264&hl=%22master+of+science+in+biostatistics%22&returnto=search,42.9652,-85.8875,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.43,17%,2013
Grantham University,Missouri,Kansas City,1,Master of Science in Business Intelligence,M,Business,Online,36,Not Available,http://rmi.grantham.edu/programs/master-of-science-in-business-intelligence,38.9233,-94.7716,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
Harrisburg University of Science and Technology,Pennsylvania,Harrisburg,1,Online Master of Science in Analytics,M,Graduate Education,Online,36,"math, statistics",http://www.harrisburgu.edu/academics/graduate/analytics/online-analytics.php,40.2613,-76.8808,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,94.9,63.7,98.6,39.9,93.6,"20,152",10.93,25%,2013
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,92.9,67.6,98.6,44,93.3,"20,152",10.93,25%,2015
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,95.8,67.5,97.4,35.9,93.9,"20,152",10.93,25%,2012
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,95.3,66.2,98.5,40.6,93.9,"20,152",10.93,25%,2014
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,83.6,77.2,99,45.2,91.6,"20,152",10.93,25%,2016
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Biology and Quantitative Genetics,M,School of Public Health,Campus,80,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,United States of America,99.7,72.4,98.7,34.5,96.1,"20,152",10.93,25%,2011
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,94.9,63.7,98.6,39.9,93.6,"20,152",10.93,25%,2013
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,92.9,67.6,98.6,44,93.3,"20,152",10.93,25%,2015
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,95.8,67.5,97.4,35.9,93.9,"20,152",10.93,25%,2012
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,95.3,66.2,98.5,40.6,93.9,"20,152",10.93,25%,2014
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,83.6,77.2,99,45.2,91.6,"20,152",10.93,25%,2016
Harvard University,Massachusetts,Cambridge,3,Data Science Certificate,C,Extension School,Campus,12,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,99.7,72.4,98.7,34.5,96.1,"20,152",10.93,25%,2011
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,94.9,63.7,98.6,39.9,93.6,"20,152",10.93,25%,2013
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,92.9,67.6,98.6,44,93.3,"20,152",10.93,25%,2015
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,95.8,67.5,97.4,35.9,93.9,"20,152",10.93,25%,2012
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,95.3,66.2,98.5,40.6,93.9,"20,152",10.93,25%,2014
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,83.6,77.2,99,45.2,91.6,"20,152",10.93,25%,2016
Harvard University,Massachusetts,Cambridge,3,Master of Science in Computational Science and Engineering,M,School of Engineering and Applied Sciences,Campus,24,Not Available,http://www.extension.harvard.edu/professional-certificates/data-science-certificate,42.3744,-71.1182,United States of America,99.7,72.4,98.7,34.5,96.1,"20,152",10.93,25%,2011
Hawaii Pacific University,Hawaii,Honolulu,1,Professional Certificate in Business Analytics,C,HPU College of Business Administration,Online,12,Not Available,http://www.hpu.edu/Academic%20Catalog/degree_requirements/graduate_certificates/COB/CERT-BA.html,21.3103,-157.859,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Illinois Institute of Technology,Illinois,Chicago,2,Master of Data Science,M,College of Science,Online,33,"computer science, statistics",http://science.iit.edu/programs/graduate/master-data-science,41.8338,-87.6283,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Illinois Institute of Technology,Illinois,Chicago,2,MS - CS specialization in Data Analytics (with co-terminal BS/MS option),M,College of Science,Campus,30,computer science,http://science.iit.edu/programs/professional-masters/master-data-science/master-data-science-frequently-asked-questions,41.8338,-87.6283,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Indiana University-Purdue University-Indianapolis,Indiana,Indianapolis,2,M.S. in Mathematics: Applied Statistics,M,Department of Mathematical Sciences,Campus,30,math,http://math.iupui.edu/graduate/degrees/ms/stats,39.7729,-86.1722,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University-Purdue University-Indianapolis,Indiana,Indianapolis,2,Master of Science in Bioinformatics,M,Department of BioHealth Informatics,Campus,36,"computer science, biology",http://math.iupui.edu/graduate/admissions,39.7729,-86.1722,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,Business Analytics Certificate Program,C,Kelley School of Business: Department of Operations and Decision Technologi,Campus,12,Not Available,http://www.kelley.iu.edu/ODT/AboutUs/DecisionSciences/page11147.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,Master of Science in Data Science,M,School of Informatics and Computing,"Online, 
Campus,
or hybrid",30,Not Available,http://kelley.iu.edu/EDP/certificates/business-analytics/business-analytics.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,MBA (Major in Business Analytics),M,Kelley School of Business,Campus,36,Not Available,http://kelley.iu.edu/EDP/Certificate/BACP/page20960.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,Online Certificate in Data Science (Graduate),C,School of Informatics and Computing,Online,10,Not Available,http://kelley.iu.edu/onlineMBA/Admissions/FinancialAid/page36803.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,Online MS in Business Analytics,M,Kelley School of Business,Online,30,Not Available,http://www.soic.indiana.edu/graduate/degrees/data-science/ms-data-science/index.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Indiana University Bloomington,Indiana,Bloomington,6,Ph.D. Minor in Data Science,M,School of Informatics and Computing,"Online or 
Campus",12,Not Available,http://www.soic.indiana.edu/graduate/degrees/data-science/graduate/index.html,39.1664,-86.5269,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Jacksonville University,Florida,Jacksonville,1,Master of Science in Health Informatics,M,Not Available,Online,33,Not Available,http://www.jacksonvilleu.com/programs/masters-degree/ms-health-informatics/,30.3503,-81.6071,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,78.9,59.9,86.5,100,85.8,"15,128",5.27,23%,2012
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,80.9,58.5,89.2,100,86.4,"15,128",5.27,23%,2011
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.7,59.3,85.1,100,83.7,"15,128",5.27,23%,2014
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,81.8,57.3,85.5,100,85.6,"15,128",5.27,23%,2013
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.6,59.7,84.2,100,83,"15,128",5.27,23%,2015
Johns Hopkins University,Maryland,Baltimore,5,Master of Science in Information Systems,M,Carey Business School,Campus,36,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,77.6,70,90.4,100,87.6,"15,128",5.27,23%,2016
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,78.9,59.9,86.5,100,85.8,"15,128",5.27,23%,2012
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,80.9,58.5,89.2,100,86.4,"15,128",5.27,23%,2011
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,75.7,59.3,85.1,100,83.7,"15,128",5.27,23%,2014
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,81.8,57.3,85.5,100,85.6,"15,128",5.27,23%,2013
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,75.6,59.7,84.2,100,83,"15,128",5.27,23%,2015
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Master's Certificate in Quantitative Methods,C,Advanced Academic Programs,Online,12,Not Available,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/,39.3284,-76.6208,United States of America,77.6,70,90.4,100,87.6,"15,128",5.27,23%,2016
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",24,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,78.9,59.9,86.5,100,85.8,"15,128",5.27,23%,2012
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,80.9,58.5,89.2,100,86.4,"15,128",5.27,23%,2011
